student_id,name,gender,ethnicity,parent_education,lunch,test_prep,attendance_pct,study_hours_per_day,assignment_completion_pct,sleep_hours,social_media_hours,stress_level,extracurricular_hours,math,reading,writing,science,history,source,gender_encoded,ethnicity_encoded,parent_education_encoded,lunch_encoded,test_prep_encoded,final_score,pass_fail
1472,Student_1472,male,group C,bachelor's degree,standard,none,73.8,1.5,65.1,7.8,2.9,3,5.7,45,33,42,33,40,synthetic,1,2,4,1,0,38.6,0
1473,Student_1473,female,group B,bachelor's degree,standard,none,85.8,2.3,53.1,6.7,1.5,4,4.6,38,39,42,41,43,synthetic,0,1,4,1,0,40.6,1
1474,Student_1474,male,group D,some college,standard,none,73.9,6.4,64.7,7.1,4.0,7,3.4,53,55,34,38,46,synthetic,1,3,2,1,0,45.2,1
1475,Student_1475,female,group A,bachelor's degree,standard,none,90.9,2.7,67.0,8.5,1.9,6,0.0,44,43,36,38,39,synthetic,0,0,4,1,0,40.0,1
1476,Student_1476,male,group C,high school,standard,none,66.0,6.4,95.3,7.8,2.3,8,2.5,47,46,55,38,47,synthetic,1,2,1,1,0,46.6,1
1477,Student_1477,female,group C,some high school,standard,completed,63.0,1.6,85.9,5.8,2.5,8,2.3,22,21,21,29,27,synthetic,0,2,0,1,1,24.0,0
1478,Student_1478,male,group B,associate's degree,standard,none,100.0,1.9,89.2,6.4,2.0,3,0.7,33,44,45,48,34,synthetic,1,1,3,1,0,40.8,1
1479,Student_1479,female,group E,some college,standard,none,70.1,3.0,84.3,8.3,2.9,4,0.0,39,44,34,30,38,synthetic,0,4,2,1,0,37.0,0
1480,Student_1480,female,group D,associate's degree,standard,completed,62.3,3.4,86.2,7.1,4.2,4,4.0,40,48,41,31,48,synthetic,0,3,3,1,1,41.6,1
1481,Student_1481,male,group A,bachelor's degree,standard,completed,57.1,4.9,61.7,5.9,0.8,3,3.6,43,52,53,50,49,synthetic,1,0,4,1,1,49.4,1
1482,Student_1482,female,group D,master's degree,standard,completed,90.9,4.2,69.0,6.2,3.2,1,0.7,42,56,40,50,53,synthetic,0,3,5,1,1,48.2,1
1483,Student_1483,male,group C,associate's degree,free/reduced,completed,73.9,2.9,57.2,7.7,2.8,4,1.5,30,47,27,42,37,synthetic,1,2,3,0,1,36.6,0
1484,Student_1484,male,group E,bachelor's degree,free/reduced,none,75.0,3.3,68.8,8.0,2.7,2,5.3,51,49,42,32,39,synthetic,1,4,4,0,0,42.6,1
1485,Student_1485,female,group C,some high school,standard,completed,76.1,3.0,82.3,7.0,3.8,4,1.2,47,31,30,30,38,synthetic,0,2,0,1,1,35.2,0
1486,Student_1486,male,group C,high school,standard,none,90.2,2.1,74.0,9.5,2.6,9,3.3,32,18,38,18,28,synthetic,1,2,1,1,0,26.8,0
1487,Student_1487,female,group C,associate's degree,free/reduced,none,75.8,2.2,91.7,7.8,3.2,3,2.6,34,37,24,41,41,synthetic,0,2,3,0,0,35.4,0
1488,Student_1488,female,group C,some college,free/reduced,completed,100.0,5.0,54.9,6.8,3.6,5,4.0,40,49,47,43,46,synthetic,0,2,2,0,1,45.0,1
1489,Student_1489,male,group C,some college,standard,completed,79.6,0.8,79.5,6.2,1.7,6,1.3,25,26,23,27,26,synthetic,1,2,2,1,1,25.4,0
1490,Student_1490,male,group B,high school,standard,completed,90.7,5.9,53.3,6.0,2.9,5,3.2,54,48,45,37,56,synthetic,1,1,1,1,1,48.0,1
1491,Student_1491,male,group D,associate's degree,standard,none,87.7,3.0,73.4,7.3,2.1,5,3.3,51,40,34,31,41,synthetic,1,3,3,1,0,39.4,0
1492,Student_1492,male,group C,high school,standard,none,77.6,2.3,83.1,6.5,2.3,4,3.5,28,36,45,35,29,synthetic,1,2,1,1,0,34.6,0
1493,Student_1493,male,group E,associate's degree,standard,none,71.0,4.6,68.8,8.7,2.0,4,3.2,45,45,39,38,53,synthetic,1,4,3,1,0,44.0,1
1494,Student_1494,female,group B,high school,free/reduced,completed,82.0,5.7,80.3,8.5,3.2,3,3.7,46,59,49,48,52,synthetic,0,1,1,0,1,50.8,1
1495,Student_1495,female,group D,some high school,free/reduced,none,84.1,5.2,57.6,7.6,2.6,6,7.4,34,39,27,48,26,synthetic,0,3,0,0,0,34.8,0
1496,Student_1496,male,group E,some college,standard,completed,71.1,4.3,47.0,5.8,3.1,1,8.1,51,41,55,41,41,synthetic,1,4,2,1,1,45.8,1
1497,Student_1497,male,group D,high school,free/reduced,none,80.0,5.1,80.4,6.3,2.5,6,1.7,28,43,39,29,38,synthetic,1,3,1,0,0,35.4,0
1498,Student_1498,male,group D,bachelor's degree,standard,completed,92.8,0.9,98.2,8.3,0.1,2,0.0,53,45,52,51,37,synthetic,1,3,4,1,1,47.6,1
1499,Student_1499,female,group D,some high school,standard,completed,100.0,2.7,57.1,6.4,2.5,6,4.2,39,44,44,26,35,synthetic,0,3,0,1,1,37.6,0
1500,Student_1500,female,group C,high school,standard,none,88.3,2.1,90.3,8.1,2.6,4,3.4,35,44,38,46,38,synthetic,0,2,1,1,0,40.2,1
1501,Student_1501,female,group C,associate's degree,standard,none,100.0,5.3,72.7,7.5,2.9,2,5.1,58,64,55,60,46,synthetic,0,2,3,1,0,56.6,1
1502,Student_1502,male,group B,some college,free/reduced,completed,70.4,2.9,52.0,7.1,1.6,6,3.6,35,35,36,32,36,synthetic,1,1,2,0,1,34.8,0
1503,Student_1503,male,group C,some high school,standard,none,86.4,4.8,55.0,6.3,0.7,6,3.1,46,38,43,33,39,synthetic,1,2,0,1,0,39.8,0
1504,Student_1504,female,group B,some high school,free/reduced,completed,94.1,4.3,72.2,6.9,3.4,4,5.3,30,42,37,36,33,synthetic,0,1,0,0,1,35.6,0
1505,Student_1505,male,group D,master's degree,free/reduced,none,67.2,2.2,65.9,7.2,2.1,6,5.5,31,35,33,31,39,synthetic,1,3,5,0,0,33.8,0
1506,Student_1506,male,group C,associate's degree,standard,none,72.2,2.6,52.3,8.0,2.8,1,0.2,37,35,43,38,42,synthetic,1,2,3,1,0,39.0,0
1507,Student_1507,female,group C,some college,free/reduced,completed,98.9,5.4,46.6,6.1,2.1,2,1.4,31,47,50,52,46,synthetic,0,2,2,0,1,45.2,1
1508,Student_1508,female,group B,some college,standard,none,66.3,2.3,59.3,6.7,2.5,7,2.8,21,26,27,20,26,synthetic,0,1,2,1,0,24.0,0
1509,Student_1509,male,group E,high school,standard,completed,61.9,3.7,74.9,7.0,1.8,4,3.2,36,36,34,46,46,synthetic,1,4,1,1,1,39.6,0
1510,Student_1510,female,group A,some college,free/reduced,none,96.3,2.3,71.9,7.7,1.0,1,2.5,46,46,50,43,39,synthetic,0,0,2,0,0,44.8,1
1511,Student_1511,male,group A,associate's degree,free/reduced,completed,92.4,3.0,64.5,6.1,3.2,3,3.9,34,40,35,35,27,synthetic,1,0,3,0,1,34.2,0
1512,Student_1512,female,group B,bachelor's degree,standard,none,83.2,3.4,75.0,5.7,1.6,3,5.0,40,46,52,37,48,synthetic,0,1,4,1,0,44.6,1
1513,Student_1513,female,group E,high school,standard,none,77.5,2.3,87.6,7.7,2.7,4,6.4,40,31,37,35,31,synthetic,0,4,1,1,0,34.8,0
1514,Student_1514,male,group E,bachelor's degree,standard,none,72.7,2.1,77.9,5.5,3.1,4,4.2,24,29,27,26,32,synthetic,1,4,4,1,0,27.6,0
1515,Student_1515,male,group D,high school,standard,completed,81.4,3.9,70.2,8.3,1.6,5,1.3,32,59,53,50,54,synthetic,1,3,1,1,1,49.6,1
1516,Student_1516,female,group D,high school,standard,none,97.0,2.2,85.9,6.8,0.7,4,2.7,37,37,41,31,39,synthetic,0,3,1,1,0,37.0,0
1517,Student_1517,male,group B,some high school,standard,completed,80.9,2.3,57.6,5.5,6.1,7,2.8,11,24,28,22,20,synthetic,1,1,0,1,1,21.0,0
1518,Student_1518,female,group E,high school,free/reduced,none,100.0,2.1,68.6,6.5,1.7,5,4.0,22,33,30,29,34,synthetic,0,4,1,0,0,29.6,0
1519,Student_1519,male,group B,master's degree,standard,completed,67.2,3.4,69.0,7.4,3.4,5,3.8,46,29,48,39,46,synthetic,1,1,5,1,1,41.6,1
1520,Student_1520,female,group B,some college,standard,completed,77.8,4.9,53.4,6.5,5.4,7,7.1,42,50,27,36,32,synthetic,0,1,2,1,1,37.4,0
1521,Student_1521,female,group B,some high school,standard,none,73.5,5.8,65.7,7.0,3.7,4,2.1,43,45,36,44,38,synthetic,0,1,0,1,0,41.2,1
1522,Student_1522,female,group C,master's degree,standard,none,65.0,2.4,40.9,7.7,2.0,2,3.8,45,36,32,31,39,synthetic,0,2,5,1,0,36.6,0
1523,Student_1523,male,group D,bachelor's degree,standard,none,76.2,6.7,100.0,6.8,2.4,7,7.7,62,58,54,51,57,synthetic,1,3,4,1,0,56.4,1
1524,Student_1524,female,group C,associate's degree,free/reduced,none,83.0,2.0,57.9,6.1,1.3,5,1.8,17,25,34,25,32,synthetic,0,2,3,0,0,26.6,0
1525,Student_1525,female,group E,master's degree,standard,none,84.3,5.1,95.8,6.7,3.8,5,3.3,51,62,46,47,65,synthetic,0,4,5,1,0,54.2,1
1526,Student_1526,female,group C,high school,standard,completed,100.0,2.4,72.6,8.4,3.3,3,1.1,37,37,46,35,33,synthetic,0,2,1,1,1,37.6,0
1527,Student_1527,female,group B,bachelor's degree,standard,none,83.6,2.2,80.5,8.7,1.7,3,3.2,39,43,39,32,50,synthetic,0,1,4,1,0,40.6,1
1528,Student_1528,male,group C,associate's degree,free/reduced,completed,91.8,2.4,64.7,5.0,0.9,6,1.4,39,33,41,28,43,synthetic,1,2,3,0,1,36.8,0
1529,Student_1529,male,group D,bachelor's degree,standard,completed,78.8,3.4,75.1,8.1,0.5,6,5.1,40,54,59,59,54,synthetic,1,3,4,1,1,53.2,1
1530,Student_1530,female,group D,bachelor's degree,standard,none,98.1,4.4,81.8,7.3,4.0,6,3.3,33,54,50,44,40,synthetic,0,3,4,1,0,44.2,1
1531,Student_1531,female,group C,some college,standard,none,100.0,4.5,82.0,7.9,2.7,6,1.1,47,57,42,44,54,synthetic,0,2,2,1,0,48.8,1
1532,Student_1532,male,group C,bachelor's degree,free/reduced,none,84.4,2.1,83.6,6.4,2.8,6,4.7,35,32,20,30,20,synthetic,1,2,4,0,0,27.4,0
1533,Student_1533,female,group B,high school,standard,completed,66.1,2.0,66.5,5.2,1.3,5,3.4,34,37,37,32,29,synthetic,0,1,1,1,1,33.8,0
1534,Student_1534,male,group C,some college,free/reduced,none,71.4,2.1,64.8,7.6,0.3,4,4.9,29,37,34,31,42,synthetic,1,2,2,0,0,34.6,0
1535,Student_1535,female,group E,some high school,standard,none,81.4,3.3,48.1,6.1,3.9,7,0.7,27,18,18,26,21,synthetic,0,4,0,1,0,22.0,0
1536,Student_1536,male,group A,master's degree,standard,completed,83.5,3.2,79.8,5.6,2.6,4,3.7,51,64,45,46,57,synthetic,1,0,5,1,1,52.6,1
1537,Student_1537,female,group D,high school,free/reduced,none,86.4,2.1,88.2,5.7,3.9,5,4.5,25,34,34,17,16,synthetic,0,3,1,0,0,25.2,0
1538,Student_1538,male,group C,some college,standard,completed,83.5,3.9,96.2,7.6,1.9,3,2.2,43,54,44,51,44,synthetic,1,2,2,1,1,47.2,1
1539,Student_1539,male,group B,some college,standard,none,78.1,6.9,76.6,7.1,2.1,3,0.5,49,64,55,35,49,synthetic,1,1,2,1,0,50.4,1
1540,Student_1540,male,group E,master's degree,standard,none,70.4,2.7,60.5,7.8,3.6,4,2.9,42,46,39,39,40,synthetic,1,4,5,1,0,41.2,1
1541,Student_1541,female,group C,some college,standard,completed,82.8,2.8,46.5,7.7,3.6,3,5.5,47,41,37,29,38,synthetic,0,2,2,1,1,38.4,0
1542,Student_1542,male,group C,bachelor's degree,standard,none,100.0,4.3,87.6,6.6,3.7,6,5.3,43,49,50,43,42,synthetic,1,2,4,1,0,45.4,1
1543,Student_1543,male,group B,bachelor's degree,standard,completed,90.2,2.7,45.1,6.9,2.1,2,2.1,43,56,55,36,54,synthetic,1,1,4,1,1,48.8,1
1544,Student_1544,female,group B,some college,free/reduced,none,84.4,4.5,66.9,6.5,3.4,5,0.4,33,30,33,33,43,synthetic,0,1,2,0,0,34.4,0
1545,Student_1545,female,group D,some college,free/reduced,completed,90.4,2.4,68.6,6.8,4.2,5,2.1,33,43,30,34,29,synthetic,0,3,2,0,1,33.8,0
1546,Student_1546,female,group C,associate's degree,standard,none,73.5,6.2,71.0,6.0,2.3,1,2.1,47,52,56,59,41,synthetic,0,2,3,1,0,51.0,1
1547,Student_1547,female,group E,master's degree,free/reduced,none,71.9,4.0,72.5,7.4,1.7,4,3.9,27,56,50,34,31,synthetic,0,4,5,0,0,39.6,0
1548,Student_1548,male,group B,associate's degree,standard,none,69.0,2.6,74.1,8.1,4.5,5,2.8,38,33,31,36,33,synthetic,1,1,3,1,0,34.2,0
1549,Student_1549,female,group B,high school,free/reduced,none,76.5,2.6,35.8,6.2,1.5,5,1.5,35,28,23,24,28,synthetic,0,1,1,0,0,27.6,0
1550,Student_1550,female,group A,bachelor's degree,standard,none,72.9,2.7,72.2,8.3,3.4,4,5.2,35,41,26,35,39,synthetic,0,0,4,1,0,35.2,0
1551,Student_1551,female,group C,some college,standard,none,92.5,5.6,38.6,7.1,2.4,6,3.3,36,41,38,46,42,synthetic,0,2,2,1,0,40.6,1
1552,Student_1552,female,group E,associate's degree,standard,none,72.3,1.6,83.0,7.2,0.0,4,3.9,39,40,33,37,35,synthetic,0,4,3,1,0,36.8,0
1553,Student_1553,female,group D,bachelor's degree,standard,none,68.4,2.5,63.7,5.3,4.2,5,0.0,27,38,32,31,32,synthetic,0,3,4,1,0,32.0,0
1554,Student_1554,female,group C,high school,standard,none,100.0,2.7,39.6,5.2,0.0,5,0.0,39,21,33,27,44,synthetic,0,2,1,1,0,32.8,0
1555,Student_1555,female,group D,bachelor's degree,standard,none,72.6,3.5,59.8,7.1,0.0,6,0.1,42,36,41,37,29,synthetic,0,3,4,1,0,37.0,0
1556,Student_1556,male,group D,associate's degree,free/reduced,none,79.8,3.1,63.4,7.8,3.3,3,2.0,29,31,34,39,34,synthetic,1,3,3,0,0,33.4,0
1557,Student_1557,male,group A,bachelor's degree,standard,completed,83.4,1.3,89.9,6.3,3.3,4,4.2,31,35,35,47,34,synthetic,1,0,4,1,1,36.4,0
1558,Student_1558,male,group D,high school,standard,none,64.4,2.9,74.9,8.7,1.5,3,0.0,42,48,47,35,28,synthetic,1,3,1,1,0,40.0,1
1559,Student_1559,male,group C,some college,standard,none,92.8,3.4,77.2,7.7,2.7,4,6.2,46,52,51,24,36,synthetic,1,2,2,1,0,41.8,1
1560,Student_1560,male,group B,bachelor's degree,standard,none,85.6,2.6,89.7,6.1,0.0,7,3.3,48,48,53,40,45,synthetic,1,1,4,1,0,46.8,1
1561,Student_1561,female,group B,some high school,free/reduced,completed,96.7,4.5,70.6,7.0,3.6,6,5.7,33,37,43,38,41,synthetic,0,1,0,0,1,38.4,0
1562,Student_1562,female,group C,some high school,free/reduced,none,69.8,4.9,83.3,9.5,2.9,2,1.2,50,50,40,37,49,synthetic,0,2,0,0,0,45.2,1
1563,Student_1563,female,group C,master's degree,standard,completed,79.2,3.4,82.3,5.8,2.4,3,4.0,38,42,59,49,49,synthetic,0,2,5,1,1,47.4,1
1564,Student_1564,female,group B,high school,standard,none,78.5,3.8,52.7,7.5,2.5,5,3.2,39,50,31,31,25,synthetic,0,1,1,1,0,35.2,0
1565,Student_1565,male,group B,master's degree,standard,none,81.2,0.5,94.1,6.7,3.2,3,4.6,24,33,31,40,34,synthetic,1,1,5,1,0,32.4,0
1566,Student_1566,male,group D,high school,standard,completed,60.5,2.9,50.7,7.7,2.5,3,2.5,31,36,33,28,28,synthetic,1,3,1,1,1,31.2,0
1567,Student_1567,female,group E,some college,free/reduced,none,79.3,5.0,85.8,8.3,0.0,7,3.9,55,46,50,52,39,synthetic,0,4,2,0,0,48.4,1
1568,Student_1568,female,group D,associate's degree,free/reduced,none,60.9,2.9,49.2,6.6,5.8,3,5.2,28,18,19,32,27,synthetic,0,3,3,0,0,24.8,0
1569,Student_1569,male,group B,associate's degree,standard,completed,82.3,2.4,81.0,8.1,4.3,6,1.7,33,50,36,30,38,synthetic,1,1,3,1,1,37.4,0
1570,Student_1570,male,group B,associate's degree,free/reduced,none,52.5,6.9,99.9,9.2,0.6,7,3.5,49,60,44,46,56,synthetic,1,1,3,0,0,51.0,1
1571,Student_1571,male,group B,some college,free/reduced,completed,55.8,6.2,68.8,7.1,2.0,3,0.0,47,56,50,48,45,synthetic,1,1,2,0,1,49.2,1
1572,Student_1572,female,group B,bachelor's degree,standard,none,87.8,4.2,68.2,7.8,2.1,3,4.4,52,44,41,41,54,synthetic,0,1,4,1,0,46.4,1
1573,Student_1573,female,group C,high school,standard,completed,71.4,5.2,81.2,6.4,4.1,4,6.9,52,48,40,40,42,synthetic,0,2,1,1,1,44.4,1
1574,Student_1574,male,group C,some college,free/reduced,completed,66.1,0.5,67.1,7.0,0.0,2,0.5,29,37,40,38,39,synthetic,1,2,2,0,1,36.6,0
1575,Student_1575,male,group D,high school,standard,none,93.3,2.3,99.3,6.8,1.8,5,2.8,28,41,45,41,40,synthetic,1,3,1,1,0,39.0,0
1576,Student_1576,female,group D,associate's degree,standard,completed,81.9,2.8,74.9,7.8,0.0,4,4.8,51,46,53,61,49,synthetic,0,3,3,1,1,52.0,1
1577,Student_1577,female,group B,high school,free/reduced,none,88.5,3.1,67.2,8.2,2.1,5,3.1,31,42,36,34,35,synthetic,0,1,1,0,0,35.6,0
1578,Student_1578,female,group C,some college,standard,none,76.0,2.8,63.9,6.9,1.8,7,3.3,24,35,30,28,32,synthetic,0,2,2,1,0,29.8,0
1579,Student_1579,female,group D,some college,standard,none,100.0,0.5,58.0,8.5,2.6,6,2.2,30,24,24,27,38,synthetic,0,3,2,1,0,28.6,0
1580,Student_1580,male,group C,some high school,standard,none,70.7,4.1,62.6,8.5,1.6,5,2.1,35,27,35,35,38,synthetic,1,2,0,1,0,34.0,0
1581,Student_1581,male,group B,some high school,standard,completed,98.9,4.3,66.7,7.8,1.4,1,2.8,53,58,43,49,52,synthetic,1,1,0,1,1,51.0,1
1582,Student_1582,male,group C,associate's degree,standard,none,77.3,5.9,64.7,6.5,3.4,5,3.1,38,60,46,42,42,synthetic,1,2,3,1,0,45.6,1
1583,Student_1583,female,group B,some college,free/reduced,completed,58.1,2.3,62.1,6.4,3.2,8,0.6,26,18,24,17,28,synthetic,0,1,2,0,1,22.6,0
1584,Student_1584,female,group A,bachelor's degree,free/reduced,none,83.8,2.2,100.0,6.2,3.3,1,2.9,30,41,33,39,42,synthetic,0,0,4,0,0,37.0,0
1585,Student_1585,female,group D,associate's degree,free/reduced,none,81.8,0.5,56.5,7.9,2.2,6,6.1,20,34,35,16,24,synthetic,0,3,3,0,0,25.8,0
1586,Student_1586,male,group D,some high school,standard,none,65.4,3.1,74.2,5.8,1.6,4,2.2,30,25,35,26,24,synthetic,1,3,0,1,0,28.0,0
1587,Student_1587,male,group B,associate's degree,free/reduced,none,66.9,4.9,80.9,7.7,2.3,3,0.5,52,41,47,40,37,synthetic,1,1,3,0,0,43.4,1
1588,Student_1588,male,group A,some high school,standard,completed,77.7,2.6,81.5,5.9,3.3,6,2.7,36,28,29,17,30,synthetic,1,0,0,1,1,28.0,0
1589,Student_1589,female,group D,bachelor's degree,free/reduced,completed,82.2,6.7,71.1,7.8,0.0,8,1.6,63,65,58,60,65,synthetic,0,3,4,0,1,62.2,1
1590,Student_1590,female,group B,master's degree,standard,completed,48.4,3.1,68.4,7.0,3.1,6,0.3,46,47,42,24,36,synthetic,0,1,5,1,1,39.0,0
1591,Student_1591,male,group C,some college,free/reduced,completed,90.6,3.7,78.8,8.3,3.0,4,3.3,65,47,45,46,40,synthetic,1,2,2,0,1,48.6,1
1592,Student_1592,female,group A,associate's degree,standard,none,72.1,1.5,76.0,8.1,2.6,3,1.6,34,31,45,26,24,synthetic,0,0,3,1,0,32.0,0
1593,Student_1593,male,group B,high school,free/reduced,none,62.0,3.9,68.1,8.4,2.3,5,1.8,41,32,32,29,42,synthetic,1,1,1,0,0,35.2,0
1594,Student_1594,male,group D,some college,free/reduced,completed,89.3,0.5,48.6,8.5,0.0,6,3.3,39,30,30,35,36,synthetic,1,3,2,0,1,34.0,0
1595,Student_1595,male,group D,bachelor's degree,standard,none,77.7,4.5,65.0,7.1,1.8,4,0.0,51,42,50,57,50,synthetic,1,3,4,1,0,50.0,1
1596,Student_1596,male,group B,high school,standard,none,92.6,4.6,54.8,5.8,5.2,4,0.0,42,32,24,31,37,synthetic,1,1,1,1,0,33.2,0
1597,Student_1597,female,group C,high school,free/reduced,none,83.3,5.5,62.0,5.9,2.5,10,4.3,30,38,39,20,32,synthetic,0,2,1,0,0,31.8,0
1598,Student_1598,female,group B,some college,free/reduced,none,78.0,2.0,72.5,4.9,2.0,7,0.0,20,27,16,28,24,synthetic,0,1,2,0,0,23.0,0
1599,Student_1599,female,group A,associate's degree,standard,none,76.2,3.7,77.4,5.9,2.5,7,1.0,37,37,40,33,45,synthetic,0,0,3,1,0,38.4,0
1600,Student_1600,female,group E,some college,standard,completed,83.8,4.3,98.7,7.1,3.0,2,0.0,48,52,47,49,51,synthetic,0,4,2,1,1,49.4,1
1601,Student_1601,female,group D,master's degree,standard,none,73.0,4.2,63.9,6.4,3.5,3,2.0,44,44,46,44,46,synthetic,0,3,5,1,0,44.8,1
1602,Student_1602,female,group C,some high school,standard,none,67.8,2.2,83.6,6.8,2.2,5,3.9,39,24,36,16,35,synthetic,0,2,0,1,0,30.0,0
1603,Student_1603,male,group D,some college,free/reduced,none,85.3,0.5,76.6,7.5,3.1,2,3.2,23,28,27,25,30,synthetic,1,3,2,0,0,26.6,0
1604,Student_1604,female,group D,associate's degree,standard,completed,76.3,4.0,91.4,6.7,5.0,8,7.8,38,39,34,37,40,synthetic,0,3,3,1,1,37.6,0
1605,Student_1605,female,group D,high school,standard,completed,78.4,3.3,80.6,5.9,4.0,7,5.2,34,27,29,40,33,synthetic,0,3,1,1,1,32.6,0
1606,Student_1606,female,group A,associate's degree,standard,completed,91.1,2.6,56.9,6.9,6.0,3,1.1,32,37,29,37,38,synthetic,0,0,3,1,1,34.6,0
1607,Student_1607,male,group B,high school,free/reduced,none,76.6,4.6,46.2,6.1,1.5,8,0.6,18,27,18,19,34,synthetic,1,1,1,0,0,23.2,0
1608,Student_1608,female,group D,some high school,standard,completed,78.2,3.4,76.7,6.7,5.0,4,8.4,32,38,43,42,42,synthetic,0,3,0,1,1,39.4,0
1609,Student_1609,male,group C,high school,free/reduced,completed,70.8,1.5,64.1,8.3,1.3,10,5.1,32,34,29,30,31,synthetic,1,2,1,0,1,31.2,0
1610,Student_1610,female,group E,master's degree,standard,completed,83.2,0.6,57.3,6.7,3.0,5,4.2,43,31,29,25,39,synthetic,0,4,5,1,1,33.4,0
1611,Student_1611,female,group D,associate's degree,standard,completed,82.2,1.8,53.0,8.8,3.6,6,3.1,28,37,44,34,33,synthetic,0,3,3,1,1,35.2,0
1612,Student_1612,female,group E,bachelor's degree,standard,none,88.8,7.1,74.4,8.4,1.7,7,3.5,50,49,54,61,54,synthetic,0,4,4,1,0,53.6,1
1613,Student_1613,male,group B,some college,standard,none,71.1,4.6,94.6,6.4,2.6,7,0.0,38,49,40,29,43,synthetic,1,1,2,1,0,39.8,0
1614,Student_1614,male,group D,associate's degree,standard,none,72.5,3.8,65.9,5.9,3.9,6,3.3,21,27,29,41,30,synthetic,1,3,3,1,0,29.6,0
1615,Student_1615,female,group C,some college,standard,none,87.5,3.2,80.9,6.9,1.4,4,3.1,39,41,30,31,42,synthetic,0,2,2,1,0,36.6,0
1616,Student_1616,female,group E,master's degree,standard,completed,81.0,3.1,70.5,8.2,5.0,6,1.2,30,50,33,35,49,synthetic,0,4,5,1,1,39.4,0
1617,Student_1617,female,group B,associate's degree,free/reduced,completed,67.1,5.3,52.7,6.5,0.4,3,1.9,56,49,47,41,56,synthetic,0,1,3,0,1,49.8,1
1618,Student_1618,male,group C,associate's degree,free/reduced,completed,93.7,2.8,83.0,7.9,5.4,5,6.0,32,31,43,44,39,synthetic,1,2,3,0,1,37.8,0
1619,Student_1619,male,group D,some high school,standard,none,57.6,4.4,55.6,8.2,4.0,2,2.7,43,39,36,29,32,synthetic,1,3,0,1,0,35.8,0
1620,Student_1620,female,group C,associate's degree,free/reduced,none,87.4,3.0,72.3,6.2,2.4,1,7.1,47,46,42,32,40,synthetic,0,2,3,0,0,41.4,1
1621,Student_1621,male,group C,some college,standard,none,62.8,6.4,66.9,6.3,1.9,5,0.0,40,43,33,46,50,synthetic,1,2,2,1,0,42.4,1
1622,Student_1622,male,group E,master's degree,standard,none,100.0,4.6,85.4,7.7,1.7,7,2.0,44,50,59,54,51,synthetic,1,4,5,1,0,51.6,1
1623,Student_1623,male,group C,high school,standard,none,59.5,5.4,56.1,7.2,2.3,6,0.0,34,35,38,39,32,synthetic,1,2,1,1,0,35.6,0
1624,Student_1624,male,group C,high school,standard,none,91.8,2.6,77.9,6.3,2.4,4,0.6,33,34,33,31,41,synthetic,1,2,1,1,0,34.4,0
1625,Student_1625,female,group A,some college,standard,none,77.0,5.1,59.4,6.6,4.4,8,1.3,34,23,40,33,34,synthetic,0,0,2,1,0,32.8,0
1626,Student_1626,female,group D,high school,standard,completed,73.6,3.0,64.3,6.9,5.5,3,3.6,27,32,40,27,29,synthetic,0,3,1,1,1,31.0,0
1627,Student_1627,male,group C,high school,standard,none,80.2,3.7,20.0,5.4,2.8,1,3.5,37,45,40,42,36,synthetic,1,2,1,1,0,40.0,1
1628,Student_1628,male,group C,bachelor's degree,free/reduced,completed,85.6,6.0,100.0,7.8,1.2,1,1.6,64,60,62,68,69,synthetic,1,2,4,0,1,64.6,1
1629,Student_1629,male,group A,associate's degree,standard,none,67.1,1.9,80.3,6.5,1.7,2,0.0,33,34,30,41,30,synthetic,1,0,3,1,0,33.6,0
1630,Student_1630,female,group C,bachelor's degree,free/reduced,none,68.2,3.8,60.5,4.2,2.2,6,6.0,28,27,39,36,32,synthetic,0,2,4,0,0,32.4,0
1631,Student_1631,female,group A,bachelor's degree,standard,completed,85.8,4.2,55.1,7.0,1.0,3,2.4,51,58,45,54,51,synthetic,0,0,4,1,1,51.8,1
1632,Student_1632,male,group A,high school,standard,completed,57.5,4.3,64.6,6.3,0.7,5,0.8,35,50,53,32,43,synthetic,1,0,1,1,1,42.6,1
1633,Student_1633,male,group C,associate's degree,standard,none,71.0,2.8,82.8,8.7,5.6,8,3.5,29,38,30,32,33,synthetic,1,2,3,1,0,32.4,0
1634,Student_1634,male,group B,some high school,standard,none,100.0,6.6,43.6,6.4,3.0,2,3.4,46,41,40,45,43,synthetic,1,1,0,1,0,43.0,1
1635,Student_1635,male,group B,master's degree,standard,none,66.4,1.6,69.9,5.9,1.3,5,2.4,36,39,27,41,25,synthetic,1,1,5,1,0,33.6,0
1636,Student_1636,female,group D,some college,standard,completed,91.8,5.7,98.6,7.5,3.7,6,3.3,62,63,45,55,58,synthetic,0,3,2,1,1,56.6,1
1637,Student_1637,female,group A,some college,free/reduced,completed,71.0,5.3,55.0,6.3,0.7,3,0.7,45,52,48,48,40,synthetic,0,0,2,0,1,46.6,1
1638,Student_1638,female,group C,high school,standard,none,84.1,6.4,73.2,6.2,0.9,7,4.5,53,53,48,36,49,synthetic,0,2,1,1,0,47.8,1
1639,Student_1639,female,group B,some college,standard,none,85.9,1.1,100.0,7.5,1.3,4,1.0,37,35,29,35,36,synthetic,0,1,2,1,0,34.4,0
